Date,Nivel,Rain
27/03/2007,2477,0
28/03/2007,2475,0
29/03/2007,2473,0
30/03/2007,2471,0
31/03/2007,2469,0
01/04/2007,2467,0
02/04/2007,2465,0
03/04/2007,2463,0
04/04/2007,2461,0
05/04/2007,2459,0
06/04/2007,2457,0
07/04/2007,2455,0
08/04/2007,2452,0
09/04/2007,2449,0
10/04/2007,2446,0
11/04/2007,2443,0
12/04/2007,2440,0
13/04/2007,2434,0
14/04/2007,2426,0
15/04/2007,2417,0
16/04/2007,2405,0
17/04/2007,2392,0
18/04/2007,2379,0
19/04/2007,2365,0
20/04/2007,2349,0
21/04/2007,2333,0
22/04/2007,2316,0
23/04/2007,2299,0
24/04/2007,2281,0
25/04/2007,2264,0
26/04/2007,2246,0
27/04/2007,2228,0
28/04/2007,2210,0
29/04/2007,2192,0
30/04/2007,2174,0
01/05/2007,2156,0
02/05/2007,2139,0
03/05/2007,2122,0
04/05/2007,2106,4
05/05/2007,2090,0
06/05/2007,2074,0
07/05/2007,2057,0
08/05/2007,2042,0
09/05/2007,2026,0
10/05/2007,2011,0
11/05/2007,1996,0
12/05/2007,1980,0
13/05/2007,1964,0
14/05/2007,1948,0
15/05/2007,1933,0
16/05/2007,1939,1
17/05/2007,1945,0
18/05/2007,1950,0
19/05/2007,1955,0
20/05/2007,1960,0
21/05/2007,1965,0
22/05/2007,1970,0
23/05/2007,1975,0
24/05/2007,1980,0
25/05/2007,1985,0
26/05/2007,1987,0
27/05/2007,1989,0
28/05/2007,1992,0
29/05/2007,1997,0
30/05/2007,2004,0
31/05/2007,2011,0
01/06/2007,2016,0
02/06/2007,2021,0
03/06/2007,2027,0
04/06/2007,2033,0
05/06/2007,2037,0
06/06/2007,2042,0
07/06/2007,2049,0
08/06/2007,2057,0
09/06/2007,2066,0
10/06/2007,2071,0
11/06/2007,2078,2
12/06/2007,2085,1
13/06/2007,2090,0
14/06/2007,2094,0
15/06/2007,2099,8
16/06/2007,2106,2
17/06/2007,2111,0
18/06/2007,2120,2
19/06/2007,2132,9
20/06/2007,2143,2
21/06/2007,2152,2
22/06/2007,2175,33
23/06/2007,2185,0
24/06/2007,2194,0
25/06/2007,2203,0
26/06/2007,2214,0
27/06/2007,2223,12
28/06/2007,2232,3
29/06/2007,2241,1
30/06/2007,2248,0
01/07/2007,2254,0
02/07/2007,2259,0
03/07/2007,2261,0
04/07/2007,2255,0
05/07/2007,2246,0
06/07/2007,2239,6
07/07/2007,2236,2
08/07/2007,2230,0
09/07/2007,2223,4
10/07/2007,2216,5
11/07/2007,2207,5
12/07/2007,2207,25
13/07/2007,2212,45
14/07/2007,2210,0
15/07/2007,2193,2
16/07/2007,2185,10
17/07/2007,2173,0
18/07/2007,2162,1
19/07/2007,2148,0
20/07/2007,2134,0
21/07/2007,2120,0
22/07/2007,2125,45
23/07/2007,2113,0
24/07/2007,2101,0
25/07/2007,2085,0
26/07/2007,2068,0
27/07/2007,2056,0
28/07/2007,2042,1
29/07/2007,2035,32.4
30/07/2007,2054,62
31/07/2007,2045,3
01/08/2007,2085,106
02/08/2007,2082,0
03/08/2007,2076,0
04/08/2007,2068,0
05/08/2007,2056,0
06/08/2007,2044,2
07/08/2007,2032,0
08/08/2007,2020,0
09/08/2007,2302,0
10/08/2007,1997,0
11/08/2007,1989,0
12/08/2007,1980,0
13/08/2007,1975,0
14/08/2007,1953,0
15/08/2007,1936,0
16/08/2007,1920,0
17/08/2007,1906,3
18/08/2007,1893,4
19/08/2007,1879,12
20/08/2007,1866,0
21/08/2007,1855,17
22/08/2007,1903,20
23/08/2007,1936,65
24/08/2007,1953,10
25/08/2007,1942,0
26/08/2007,1953,0
27/08/2007,1953,0
28/08/2007,1943,17
29/08/2007,1938,17
30/08/2007,1970,64
31/08/2007,1984,16
01/09/2007,1987,0
02/09/2007,1989,0
03/09/2007,1984,13
04/09/2007,1992,0
05/09/2007,1997,26
06/09/2007,2039,34
07/09/2007,2059,0
08/09/2007,2051,0
09/09/2007,2042,0
10/09/2007,2033,0
11/09/2007,2026,0
12/09/2007,2013,0
13/09/2007,2001,0
14/09/2007,1989,0
15/09/2007,1977,0
16/09/2007,1965,0
17/09/2007,1962,3
18/09/2007,1958,0
19/09/2007,1955,0
20/09/2007,1952,3
21/09/2007,1948,0
22/09/2007,1945,0
23/09/2007,1942,0
24/09/2007,1938,0
25/09/2007,1933,0
26/09/2007,1928,0
27/09/2007,1923,0
28/09/2007,1918,2
29/09/2007,1913,0
30/09/2007,1918,58
01/10/2007,1921,2
02/10/2007,1915,0
03/10/2007,1909,0
04/10/2007,1913,0
05/10/2007,1920,0
06/10/2007,1930,7
07/10/2007,1940,0
08/10/2007,1950,0
09/10/2007,1960,0
10/10/2007,1974,0
11/10/2007,1987,0
12/10/2007,2001,0
13/10/2007,2015,0
14/10/2007,2027,0
15/10/2007,2037,0
16/10/2007,2045,0
17/10/2007,2469,0
18/10/2007,2052,0
19/10/2007,2047,0
20/10/2007,2042,0
21/10/2007,2037,0
22/10/2007,2032,0
23/10/2007,2032,5
24/10/2007,2049,51
25/10/2007,2049,4
26/10/2007,2049,4
27/10/2007,2054,21
28/10/2007,2078,42
29/10/2007,2289,157
30/10/2007,2388,2
31/10/2007,2412,0
01/11/2007,2415,0
02/11/2007,2407,0
03/11/2007,2421,11
04/11/2007,2412,6
05/11/2007,2485,20
06/11/2007,2501,0
07/11/2007,2507,2
08/11/2007,2495,0
09/11/2007,2497,0
10/11/2007,2507,0
11/11/2007,2515,0
12/11/2007,2517,0
13/11/2007,2511,0
14/11/2007,2503,0
15/11/2007,2495,0
16/11/2007,2483,0
17/11/2007,2469,0
18/11/2007,2457,0
19/11/2007,2444,5
20/11/2007,2465,23
21/11/2007,2511,20
22/11/2007,2522,0
23/11/2007,2524,0
24/11/2007,2517,0
25/11/2007,2507,0
26/11/2007,2495,0
27/11/2007,2483,0
28/11/2007,2471,0
29/11/2007,2461,0
30/11/2007,2451,0
01/12/2007,2440,0
02/12/2007,2430,0
03/12/2007,2422,8
04/12/2007,2430,8
05/12/2007,2422,0
06/12/2007,2426,11
07/12/2007,2430,4
08/12/2007,2434,6
09/12/2007,2430,0
10/12/2007,2422,0
11/12/2007,2412,0
12/12/2007,2401,0
13/12/2007,2392,0
14/12/2007,2382,0
15/12/2007,2371,0
16/12/2007,2359,0
17/12/2007,2348,0
18/12/2007,2351,28
19/12/2007,2475,108
20/12/2007,2782,144
21/12/2007,2920,0
22/12/2007,2966,0
23/12/2007,3072,0
24/12/2007,3072,0
25/12/2007,3128,0
26/12/2007,3166,0
27/12/2007,3192,0
28/12/2007,3206,0
29/12/2007,3219,0
30/12/2007,3211,0
31/12/2007,3200,0
01/01/2008,3187,0
02/01/2008,3174,0
03/01/2008,3160,0
04/01/2008,3182,43
05/01/2008,3284,32
06/01/2008,3300,0
07/01/2008,3300,0
08/01/2008,3300,0
09/01/2008,3289,0
10/01/2008,3281,0
11/01/2008,3273,0
12/01/2008,3265,0
13/01/2008,3254,0
14/01/2008,3246,0
15/01/2008,3233,0
16/01/2008,3227,0
17/01/2008,3214,0
18/01/2008,3203,0
19/01/2008,3190,0
20/01/2008,3176,0
21/01/2008,3163,0
22/01/2008,3150,0
23/01/2008,3136,0
24/01/2008,3123,0
25/01/2008,3110,0
26/01/2008,3096,0
27/01/2008,3082,0
28/01/2008,3070,0
29/01/2008,3058,0
30/01/2008,3046,0
31/01/2008,3034,0
01/02/2008,3022,0
02/02/2008,3010,0
03/02/2008,2998,0
04/02/2008,2986,0
05/02/2008,2974,0
06/02/2008,2962,0
07/02/2008,2950,0
08/02/2008,2938,0
09/02/2008,2926,0
10/02/2008,2914,0
11/02/2008,2902,2
12/02/2008,2890,2
13/02/2008,2878,0
14/02/2008,2866,0
15/02/2008,2854,6
16/02/2008,2854,3
17/02/2008,2831,0
18/02/2008,2819,0
19/02/2008,2807,0
20/02/2008,2794,0
21/02/2008,2780,0
22/02/2008,2767,0
23/02/2008,2755,0
24/02/2008,2743,0
25/02/2008,2730,0
26/02/2008,2718,0
27/02/2008,2705,0
28/02/2008,2720,0
29/02/2008,2726,0
01/03/2008,2732,0
02/03/2008,2738,0
03/03/2008,2743,0
04/03/2008,2749,0
05/03/2008,2755,0
06/03/2008,2761,0
07/03/2008,2767,0
08/03/2008,2773,0
09/03/2008,2779,0
10/03/2008,2784,0
11/03/2008,2790,0
12/03/2008,2796,34
13/03/2008,2803,1
14/03/2008,2819,73
15/03/2008,2839,18
16/03/2008,2851,0
17/03/2008,2868,0
18/03/2008,2884,0
19/03/2008,2898,0
20/03/2008,2912,0
21/03/2008,2930,7
22/03/2008,3002,54
23/03/2008,3010,0
24/03/2008,3002,0
25/03/2008,2992,0
26/03/2008,2982,0
27/03/2008,2970,0
28/03/2008,2958,0
29/03/2008,2946,0
30/03/2008,2934,0
31/03/2008,2922,0
01/04/2008,2910,0
02/04/2008,2898,0
03/04/2008,2886,0
04/04/2008,2874,0
05/04/2008,2862,0
06/04/2008,2850,0
07/04/2008,2839,0
08/04/2008,2827,0
09/04/2008,2815,0
10/04/2008,2803,0
11/04/2008,2788,0
12/04/2008,2774,0
13/04/2008,2759,0
14/04/2008,2745,0
15/04/2008,2730,0
16/04/2008,2715,0
17/04/2008,2701,0
18/04/2008,2686,0
19/04/2008,2671,0
20/04/2008,2657,0
21/04/2008,2642,0
22/04/2008,2628,0
23/04/2008,2613,0
24/04/2008,2599,0
25/04/2008,2584,0
26/04/2008,2569,0
27/04/2008,2554,0
28/04/2008,2538,0
29/04/2008,2520,0
30/04/2008,2505,0
01/05/2008,2489,0
02/05/2008,2501,3
03/05/2008,2515,0
04/05/2008,2528,0
05/05/2008,2542,0
06/05/2008,2557,0
07/05/2008,2571,0
08/05/2008,2587,0
09/05/2008,2601,0
10/05/2008,2616,0
11/05/2008,2630,0
12/05/2008,2644,0
13/05/2008,2657,0
14/05/2008,2667,0
15/05/2008,2680,0
16/05/2008,2690,0
17/05/2008,2701,0
18/05/2008,2711,0
19/05/2008,2722,0
20/05/2008,2732,0
21/05/2008,2743,0
22/05/2008,2755,0
23/05/2008,2765,0
24/05/2008,2775,0
25/05/2008,2786,0
26/05/2008,2794,0
27/05/2008,2805,0
28/05/2008,2815,0
29/05/2008,2825,0
30/05/2008,2835,0
31/05/2008,2845,0
01/06/2008,2854,29
02/06/2008,2839,0
03/06/2008,2823,0
04/06/2008,2808,0
05/06/2008,2794,2
06/06/2008,2778,2
07/06/2008,2761,0
08/06/2008,2745,0
09/06/2008,2728,2
10/06/2008,2711,0
11/06/2008,2692,0
12/06/2008,2674,0
13/06/2008,2657,0
14/06/2008,2644,0
15/06/2008,2626,0
16/06/2008,2609,0
17/06/2008,2591,0
18/06/2008,2573,0
19/06/2008,2555,0
20/06/2008,2536,0
21/06/2008,2517,0
22/06/2008,2567,93
23/06/2008,2552,0
24/06/2008,2532,0
25/06/2008,2515,0
26/06/2008,2497,4
27/06/2008,2481,2
28/06/2008,2465,15
29/06/2008,2450,9
30/06/2008,2436,0
01/07/2008,2421,0
02/07/2008,2407,0
03/07/2008,2392,0
04/07/2008,2377,6
05/07/2008,2361,0
06/07/2008,2346,0
07/07/2008,2331,0
08/07/2008,2315,0
09/07/2008,2300,0
10/07/2008,2287,34
11/07/2008,2272,0
12/07/2008,2257,0
13/07/2008,2241,0
14/07/2008,2225,0
15/07/2008,2209,0
16/07/2008,2193,0
17/07/2008,2178,0
18/07/2008,2173,0
19/07/2008,2171,12
20/07/2008,2169,0
21/07/2008,2166,0
22/07/2008,2164,0
23/07/2008,2162,0
24/07/2008,2160,0
25/07/2008,2157,6
26/07/2008,2155,0
27/07/2008,2153,10
28/07/2008,2150,8
29/07/2008,2150,13
30/07/2008,2148,0
31/07/2008,2146,0
01/08/2008,2143,0
02/08/2008,2141,0
03/08/2008,2139,0
04/08/2008,2138,0
05/08/2008,2136,0
06/08/2008,2134,2
07/08/2008,2132,0
08/08/2008,2129,0
09/08/2008,2127,3
10/08/2008,2113,0
11/08/2008,2097,5
12/08/2008,2082,0
13/08/2008,2066,0
14/08/2008,2051,0
15/08/2008,2035,0
16/08/2008,2020,0
17/08/2008,2006,0
18/08/2008,1992,14
19/08/2008,1977,0
20/08/2008,2009,93
21/08/2008,2009,12
22/08/2008,2009,24
23/08/2008,1996,0
24/08/2008,1980,11
25/08/2008,1965,0
26/08/2008,1950,0
27/08/2008,1935,0
28/08/2008,1920,0
29/08/2008,1904,0
30/08/2008,1889,0
31/08/2008,1875,0
01/09/2008,1873,0
02/09/2008,1871,12
03/09/2008,1866,0
04/09/2008,1863,0
05/09/2008,1860,0
06/09/2008,1858,0
07/09/2008,1850,12
08/09/2008,1841,8
09/09/2008,1833,0
10/09/2008,1825,2
11/09/2008,1818,2
12/09/2008,1807,0
13/09/2008,1794,0
14/09/2008,1779,0
15/09/2008,1764,16
16/09/2008,1749,0
17/09/2008,1733,0
18/09/2008,1717,0
19/09/2008,1701,0
20/09/2008,1685,0
21/09/2008,1669,0
22/09/2008,1653,0
23/09/2008,1638,0
24/09/2008,1622,0
25/09/2008,1622,89
26/09/2008,1607,0
27/09/2008,1591,0
28/09/2008,1575,0
29/09/2008,1560,0
30/09/2008,1544,8
01/10/2008,1529,0
02/10/2008,1514,0
03/10/2008,1500,0
04/10/2008,1485,12
05/10/2008,1470,0
06/10/2008,1455,0
07/10/2008,1440,0
08/10/2008,1425,0
09/10/2008,1410,0
10/10/2008,1394,0
11/10/2008,1378,0
12/10/2008,1364,19
13/10/2008,1390,45
14/10/2008,1380,13
15/10/2008,1365,2
16/10/2008,1351,5
17/10/2008,1351,12
18/10/2008,1338,8
19/10/2008,1331,14
20/10/2008,1349,26
21/10/2008,1421,93
22/10/2008,1470,15
23/10/2008,1540,38
24/10/2008,1566,0
25/10/2008,1638,55
26/10/2008,1661,0
27/10/2008,1661,0
28/10/2008,1677,0
29/10/2008,1685,0
30/10/2008,1685,0
31/10/2008,1685,0
01/11/2008,1685,0
02/11/2008,1685,0
03/11/2008,1685,0
04/11/2008,1685,0
05/11/2008,1685,0
06/11/2008,1685,0
07/11/2008,1685,0
08/11/2008,1687,0
09/11/2008,1689,0
10/11/2008,1689,0
11/11/2008,1689,16
12/11/2008,1689,0
13/11/2008,1689,0
14/11/2008,1713,0
15/11/2008,1735,0
16/11/2008,1797,35
17/11/2008,1821,0
18/11/2008,1838,0
19/11/2008,1850,0
20/11/2008,1860,0
21/11/2008,1871,0
22/11/2008,1909,36
23/11/2008,1942,43
24/11/2008,1980,31
25/11/2008,2001,0
26/11/2008,2076,64
27/11/2008,2257,109
28/11/2008,2561,148
29/11/2008,2902,62
30/11/2008,2976,7
01/12/2008,3022,2
02/12/2008,3034,0
03/12/2008,3096,0
04/12/2008,3090,0
05/12/2008,3080,0
06/12/2008,3070,0
07/12/2008,3060,0
08/12/2008,3046,0
09/12/2008,3046,4
10/12/2008,3064,3
11/12/2008,3070,0
12/12/2008,3060,0
13/12/2008,3060,0
14/12/2008,3060,0
15/12/2008,3050,0
16/12/2008,3040,0
17/12/2008,3030,0
18/12/2008,3020,0
19/12/2008,3012,0
20/12/2008,3004,0
21/12/2008,2996,0
22/12/2008,2988,0
23/12/2008,2980,0
24/12/2008,2972,0
25/12/2008,2964,0
26/12/2008,2952,0
27/12/2008,2940,0
28/12/2008,2928,0
29/12/2008,2916,0
30/12/2008,2906,0
31/12/2008,2896,0
01/01/2009,2886,0
02/01/2009,2876,0
03/01/2009,2866,0
04/01/2009,2856,0
05/01/2009,2847,0
06/01/2009,2837,0
07/01/2009,2827,0
08/01/2009,2817,15
09/01/2009,2807,0
10/01/2009,2794,0
11/01/2009,2780,0
12/01/2009,2767,0
13/01/2009,2753,0
14/01/2009,2739,0
15/01/2009,2724,0
16/01/2009,2709,0
17/01/2009,2695,0
18/01/2009,2682,0
19/01/2009,2669,0
20/01/2009,2657,0
21/01/2009,2644,0
22/01/2009,2626,0
23/01/2009,2611,0
24/01/2009,2599,0
25/01/2009,2587,0
26/01/2009,2575,0
27/01/2009,2563,0
28/01/2009,2557,0
29/01/2009,2550,0
30/01/2009,2542,0
31/01/2009,2534,0
01/02/2009,2528,0
02/02/2009,2520,0
03/02/2009,2517,0
04/02/2009,2511,0
05/02/2009,2507,0
06/02/2009,2501,0
07/02/2009,2495,0
08/02/2009,2491,0
09/02/2009,2487,0
10/02/2009,2481,0
11/02/2009,2475,0
12/02/2009,2469,0
13/02/2009,2463,0
14/02/2009,2455,0
15/02/2009,2448,0
16/02/2009,2440,0
17/02/2009,2432,0
18/02/2009,2424,0
19/02/2009,2417,0
20/02/2009,2409,0
21/02/2009,2401,0
22/02/2009,2392,0
23/02/2009,2384,0
24/02/2009,2375,0
25/02/2009,2367,0
26/02/2009,2359,0
27/02/2009,2351,0
28/02/2009,2342,0
01/03/2009,2335,0
02/03/2009,2329,0
03/03/2009,2329,0
04/03/2009,2329,0
05/03/2009,2320,0
06/03/2009,2309,0
07/03/2009,2298,0
08/03/2009,2303,0
09/03/2009,2307,0
10/03/2009,2311,0
11/03/2009,2315,2
12/03/2009,2320,0
13/03/2009,2324,0
14/03/2009,2329,0
15/03/2009,2333,0
16/03/2009,2337,0
17/03/2009,2344,0
18/03/2009,2351,0
19/03/2009,2357,0
20/03/2009,2363,0
21/03/2009,2369,0
22/03/2009,2375,0
23/03/2009,2382,0
24/03/2009,2388,0
25/03/2009,2394,0
26/03/2009,2400,0
27/03/2009,2407,0
28/03/2009,2407,0
29/03/2009,2413,0
30/03/2009,2419,0
31/03/2009,2426,0
01/04/2009,2432,0
02/04/2009,2438,0
03/04/2009,2444,0
04/04/2009,2450,0
05/04/2009,2455,0
06/04/2009,2461,0
07/04/2009,2465,0
08/04/2009,2465,0
09/04/2009,2465,0
10/04/2009,2465,0
11/04/2009,2465,0
12/04/2009,2465,0
13/04/2009,2465,0
14/04/2009,2465,0
15/04/2009,2465,0
16/04/2009,2465,0
17/04/2009,2465,0
18/04/2009,2463,0
19/04/2009,2448,0
20/04/2009,2432,0
21/04/2009,2417,0
22/04/2009,2401,0
23/04/2009,2386,0
24/04/2009,2369,0
25/04/2009,2353,0
26/04/2009,2335,0
27/04/2009,2318,0
28/04/2009,2300,0
29/04/2009,2283,0
30/04/2009,2265,0
01/05/2009,2248,0
02/05/2009,2228,0
03/05/2009,2209,0
04/05/2009,2189,0
05/05/2009,2169,0
06/05/2009,2150,0
07/05/2009,2139,0
08/05/2009,2134,0
09/05/2009,2131,0
10/05/2009,2127,0
11/05/2009,2124,0
12/05/2009,2120,0
13/05/2009,2117,0
14/05/2009,2113,0
15/05/2009,2111,0
16/05/2009,2122,15
17/05/2009,2122,0
18/05/2009,2122,0
19/05/2009,2120,0
20/05/2009,2118,0
21/05/2009,2115,0
22/05/2009,2113,0
23/05/2009,2110,0
24/05/2009,2108,2
25/05/2009,2106,0
26/05/2009,2101,0
27/05/2009,2096,0
28/05/2009,2092,0
29/05/2009,2087,0
30/05/2009,2082,0
31/05/2009,2076,0
01/06/2009,2071,0
02/06/2009,2066,0
03/06/2009,2061,0
04/06/2009,2056,0
05/06/2009,2051,0
06/06/2009,2046,0
07/06/2009,2039,0
08/06/2009,2025,0
09/06/2009,2008,0
10/06/2009,1991,0
11/06/2009,1974,0
12/06/2009,1955,0
13/06/2009,1936,0
14/06/2009,1918,0
15/06/2009,1899,0
16/06/2009,1881,0
17/06/2009,1861,0
18/06/2009,1841,0
19/06/2009,1821,0
20/06/2009,1802,0
21/06/2009,1786,36
22/06/2009,1777,0
23/06/2009,1772,0
24/06/2009,1772,0
25/06/2009,1776,0
26/06/2009,1781,0
27/06/2009,1783,0
28/06/2009,1786,0
29/06/2009,1786,0
30/06/2009,1786,0
01/07/2009,1786,0
02/07/2009,1786,0
03/07/2009,1786,0
04/07/2009,1786,0
05/07/2009,1789,10
06/07/2009,1789,0
07/07/2009,1789,0
08/07/2009,1789,0
09/07/2009,1792,0
10/07/2009,1795,0
11/07/2009,1797,0
12/07/2009,1800,0
13/07/2009,1802,0
14/07/2009,1805,0
15/07/2009,1808,0
16/07/2009,1810,4
17/07/2009,1813,0
18/07/2009,1815,0
19/07/2009,1820,0
20/07/2009,1824,0
21/07/2009,1828,0
22/07/2009,1831,0
23/07/2009,1835,0
24/07/2009,1838,0
25/07/2009,1841,0
26/07/2009,1845,0
27/07/2009,1848,0
28/07/2009,1851,4
29/07/2009,1855,5
30/07/2009,1860,2
31/07/2009,1865,2
01/08/2009,1871,0
02/08/2009,1878,0
03/08/2009,1884,0
04/08/2009,1891,0
05/08/2009,1898,5
06/08/2009,1904,0
07/08/2009,1911,0
08/08/2009,1918,0
09/08/2009,1923,0
10/08/2009,1928,0
11/08/2009,1933,11
12/08/2009,1936,0
13/08/2009,1936,0
14/08/2009,1926,0
15/08/2009,1926,89
16/08/2009,1953,0
17/08/2009,1943,0
18/08/2009,1948,19
19/08/2009,1942,0
20/08/2009,1933,0
21/08/2009,1923,0
22/08/2009,1913,0
23/08/2009,1903,0
24/08/2009,1893,0
25/08/2009,1883,8
26/08/2009,1873,0
27/08/2009,1863,2
28/08/2009,1853,0
29/08/2009,1843,0
30/08/2009,1828,0
31/08/2009,1813,2
01/09/2009,1803,21
02/09/2009,1789,4
03/09/2009,1776,0
04/09/2009,1764,4
05/09/2009,1751,1
06/09/2009,1738,0
07/09/2009,1724,0
08/09/2009,1709,0
09/09/2009,1693,0
10/09/2009,1677,0
11/09/2009,1661,0
12/09/2009,1644,0
13/09/2009,1628,0
14/09/2009,1611,0
15/09/2009,1594,0
16/09/2009,1576,0
17/09/2009,1558,0
18/09/2009,1540,0
19/09/2009,1523,0
20/09/2009,1515,60
21/09/2009,1498,0
22/09/2009,1482,5
23/09/2009,1465,0
24/09/2009,1449,7
25/09/2009,1434,0
26/09/2009,1434,22
27/09/2009,1419,2
28/09/2009,1419,39
29/09/2009,1405,0
30/09/2009,1394,3
01/10/2009,1378,0
02/10/2009,1362,0
03/10/2009,1344,0
04/10/2009,1327,0
05/10/2009,1312,0
06/10/2009,1294,0
07/10/2009,1277,0
08/10/2009,1262,0
09/10/2009,1248,0
10/10/2009,1230,0
11/10/2009,1214,4
12/10/2009,1198,0
13/10/2009,1181,0
14/10/2009,1165,0
15/10/2009,1147,0
16/10/2009,1129,0
17/10/2009,1111,0
18/10/2009,1092,0
19/10/2009,1074,0
20/10/2009,1056,0
21/10/2009,1039,0
22/10/2009,1022,0
23/10/2009,1005,0
24/10/2009,989,0
25/10/2009,973,0
26/10/2009,977,0
27/10/2009,983,4
28/10/2009,998,27
29/10/2009,1040,53
30/10/2009,1056,18
31/10/2009,1066,0
01/11/2009,1074,0
02/11/2009,1082,0
03/11/2009,1095,5
04/11/2009,1103,3
05/11/2009,1120,49
06/11/2009,1133,11
07/11/2009,1181,145
08/11/2009,1444,106
09/11/2009,1509,66
10/11/2009,1560,10
11/11/2009,1599,12
12/11/2009,1606,0
13/11/2009,1599,0
14/11/2009,1591.28,0
15/11/2009,1690.19,103
16/11/2009,1717.44,13
17/11/2009,1728.65,0
18/11/2009,1739.87,0
19/11/2009,1741,23
20/11/2009,1737,0
21/11/2009,1725,0
22/11/2009,1741,19
23/11/2009,1738,0
24/11/2009,1733,0
25/11/2009,1721,0
26/11/2009,1709,0
27/11/2009,1705,0
28/11/2009,1693,0
29/11/2009,1679,0
30/11/2009,1666,0
01/12/2009,1652,0
02/12/2009,1647,41
03/12/2009,1668,28
04/12/2009,1663,3
05/12/2009,1652,0
06/12/2009,1639,0
07/12/2009,1627,0
08/12/2009,1614,0
09/12/2009,1600,0
10/12/2009,1588,0
11/12/2009,1576,0
12/12/2009,1566,0
13/12/2009,1563,11
14/12/2009,1550,0
15/12/2009,1550.46,8
16/12/2009,1616,75
17/12/2009,1647,15
18/12/2009,1685,18
19/12/2009,1706,0
20/12/2009,1738,1
21/12/2009,1763,2
22/12/2009,1817,7
23/12/2009,1838,0
24/12/2009,1860,0
25/12/2009,1876,0
26/12/2009,1893,0
27/12/2009,1906,0
28/12/2009,1920,0
29/12/2009,1938,0
30/12/2009,1963,0
31/12/2009,1989,0
01/01/2010,2013,0
02/01/2010,2037,0
03/01/2010,2061,0
04/01/2010,2085,0
05/01/2010,2108,0
06/01/2010,2129,0
07/01/2010,2143,0
08/01/2010,2152,0
09/01/2010,2160,2
10/01/2010,2175,0
11/01/2010,2189,0
12/01/2010,2203,0
13/01/2010,2218,0
14/01/2010,2232,0
15/01/2010,2248,0
16/01/2010,2259,0
17/01/2010,2254,0
18/01/2010,2248,0
19/01/2010,2234,0
20/01/2010,2234,0
21/01/2010,2243,0
22/01/2010,2257,0
23/01/2010,2268,0
24/01/2010,2279,0
25/01/2010,2291,0
26/01/2010,2300,0
27/01/2010,2303,0
28/01/2010,2311,0
29/01/2010,2318,0
30/01/2010,2326,0
31/01/2010,2333,0
01/02/2010,2342,0
02/02/2010,2351,0
03/02/2010,2359,0
04/02/2010,2367,0
05/02/2010,2375,0
06/02/2010,2382,0
07/02/2010,2390,0
08/02/2010,2396,0
09/02/2010,2401,0
10/02/2010,2407,0
11/02/2010,2413,0
12/02/2010,2421,0
13/02/2010,2428,0
14/02/2010,2436,0
15/02/2010,2444,0
16/02/2010,2451,0
17/02/2010,2459,0
18/02/2010,2469,0
19/02/2010,2479,0
20/02/2010,2489,0
21/02/2010,2499,0
22/02/2010,2509,0
23/02/2010,2519,0
24/02/2010,2528,0
25/02/2010,2538,0
26/02/2010,2548,0
27/02/2010,2559,0
28/02/2010,2569,0
01/03/2010,2579,0
02/03/2010,2589,0
03/03/2010,2599,0
04/03/2010,2607,0
05/03/2010,2616,0
06/03/2010,2624,0
07/03/2010,2632,0
08/03/2010,2640,0
09/03/2010,2659,0
10/03/2010,2684,0
11/03/2010,2692,0
12/03/2010,2697,0
13/03/2010,2701,0
14/03/2010,2707,0
15/03/2010,2716,0
16/03/2010,2724,0
17/03/2010,2732,0
18/03/2010,2741,0
19/03/2010,2749,0
20/03/2010,2757,0
21/03/2010,2763,0
22/03/2010,2769,0
23/03/2010,2771,0
24/03/2010,2773,0
25/03/2010,2777,0
26/03/2010,2778,0
27/03/2010,2777,0
28/03/2010,2777,0
29/03/2010,2775,0
30/03/2010,2773,0
31/03/2010,2771,0
01/04/2010,2769,0
02/04/2010,2765,0
03/04/2010,2761,0
04/04/2010,2759,0
05/04/2010,2755,0
06/04/2010,2748,0
07/04/2010,2739,0
08/04/2010,2730,0
09/04/2010,2720,0
10/04/2010,2707,0
11/04/2010,2695,0
12/04/2010,2682,0
13/04/2010,2669,0
14/04/2010,2657,0
15/04/2010,2642,0
16/04/2010,2628,0
17/04/2010,2613,0
18/04/2010,2597,0
19/04/2010,2589,0
20/04/2010,2563,0
21/04/2010,2544,0
22/04/2010,2524,0
23/04/2010,2505,0
24/04/2010,2485,0
25/04/2010,2465,0
26/04/2010,2446,0
27/04/2010,2424,0
28/04/2010,2405,0
29/04/2010,2386,0
30/04/2010,2365,0
01/05/2010,2344,2
02/05/2010,2324,0
03/05/2010,2303,0
04/05/2010,2285,0
05/05/2010,2265,0
06/05/2010,2244,0
07/05/2010,2225,0
08/05/2010,2207,0
09/05/2010,2187,0
10/05/2010,2169,0
11/05/2010,2152,0
12/05/2010,2134,0
13/05/2010,2118,0
14/05/2010,2101,0
15/05/2010,2085,0
16/05/2010,2068,0
17/05/2010,2051,0
18/05/2010,2033,0
19/05/2010,2063,71
20/05/2010,2175,143
21/05/2010,2175,0
22/05/2010,2160,0
23/05/2010,2145,0
24/05/2010,2129,0
25/05/2010,2113,0
26/05/2010,2097,0
27/05/2010,2082,0
28/05/2010,2064,0
29/05/2010,2049,0
30/05/2010,2033,0
31/05/2010,2018,0
01/06/2010,2004,0
02/06/2010,1989,0
